,source,target,source_id,target_id
18730,Bombing/Explosion,Government (Diplomatic),7,12
18731,Bombing/Explosion,Private Citizens & Property,7,16
18732,Bombing/Explosion,Military,7,13
18733,Bombing/Explosion,Utilities,7,19
18734,Armed Assault,Police,1,9
18735,Bombing/Explosion,Police,7,9
18736,Bombing/Explosion,Government (General),7,14
18737,Armed Assault,Police,1,9
18738,Armed Assault,Military,1,13
18739,Assassination,Government (General),0,14
18740,Bombing/Explosion,Police,7,9
18741,Bombing/Explosion,Police,7,9
18742,Armed Assault,Military,1,13
18743,Bombing/Explosion,Religious Figures/Institutions,7,23
18744,Armed Assault,Police,1,9
18745,Bombing/Explosion,Police,7,9
18746,Hostage Taking (Kidnapping),Business,2,11
18747,Bombing/Explosion,Military,7,13
18748,Bombing/Explosion,Transportation,7,22
18749,Armed Assault,Transportation,1,22
18750,Bombing/Explosion,Police,7,9
18751,Bombing/Explosion,Utilities,7,19
18752,Armed Assault,Utilities,1,19
18753,Bombing/Explosion,Police,7,9
18754,Unknown,Police,3,9
18755,Unknown,Police,27,9
18756,Bombing/Explosion,Business,7,11
18757,Armed Assault,Police,1,9
18758,Bombing/Explosion,Business,7,11
18759,Armed Assault,Police,1,9
18760,Bombing/Explosion,Private Citizens & Property,7,16
18761,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
18762,Armed Assault,Police,1,9
18763,Bombing/Explosion,Business,7,11
18764,Bombing/Explosion,Transportation,7,22
18765,Bombing/Explosion,Utilities,7,19
18766,Bombing/Explosion,Utilities,7,19
18767,Bombing/Explosion,Police,7,9
18768,Hostage Taking (Kidnapping),Journalists & Media,2,18
18769,Hostage Taking (Kidnapping),Business,2,11
18770,Armed Assault,Police,1,9
18771,Bombing/Explosion,Journalists & Media,7,18
18772,Bombing/Explosion,Transportation,7,22
18773,Bombing/Explosion,Utilities,7,19
18774,Bombing/Explosion,Utilities,7,19
18775,Bombing/Explosion,Transportation,7,22
18776,Bombing/Explosion,Utilities,7,19
18777,Bombing/Explosion,Utilities,7,19
18778,Bombing/Explosion,Utilities,7,19
18779,Bombing/Explosion,Business,7,11
18780,Armed Assault,Military,1,13
18781,Bombing/Explosion,Utilities,7,19
18782,Bombing/Explosion,Utilities,7,19
18783,Bombing/Explosion,Utilities,7,19
18784,Bombing/Explosion,Utilities,7,19
18785,Bombing/Explosion,Utilities,7,19
18786,Bombing/Explosion,Transportation,7,22
18787,Bombing/Explosion,Transportation,7,22
18788,Bombing/Explosion,Government (General),7,14
18789,Bombing/Explosion,Private Citizens & Property,7,16
18790,Bombing/Explosion,Private Citizens & Property,7,16
18791,Armed Assault,Police,1,9
18792,Bombing/Explosion,Business,7,11
18793,Armed Assault,Government (General),1,14
18794,Bombing/Explosion,Business,7,11
18795,Bombing/Explosion,Business,7,11
18796,Unknown,Military,3,13
18797,Unknown,Military,27,13
18798,Hostage Taking (Kidnapping),Tourists,2,28
18799,Bombing/Explosion,Military,7,13
18800,Bombing/Explosion,Airports & Aircraft,7,15
18801,Bombing/Explosion,Police,7,9
18802,Facility/Infrastructure Attack,Business,6,11
18803,Bombing/Explosion,Military,7,13
18804,Bombing/Explosion,Utilities,7,19
18805,Bombing/Explosion,Utilities,7,19
18806,Bombing/Explosion,Military,7,13
18807,Bombing/Explosion,Police,7,9
18808,Armed Assault,Journalists & Media,1,18
18809,Bombing/Explosion,Private Citizens & Property,7,16
18810,Bombing/Explosion,Military,7,13
18811,Hostage Taking (Kidnapping),Tourists,2,28
18812,Bombing/Explosion,Police,7,9
18813,Facility/Infrastructure Attack,Utilities,6,19
18814,Bombing/Explosion,Military,7,13
18815,Armed Assault,Police,1,9
18816,Bombing/Explosion,Transportation,7,22
18817,Bombing/Explosion,Business,7,11
18818,Armed Assault,Military,1,13
18819,Bombing/Explosion,Military,7,13
18820,Hostage Taking (Kidnapping),Business,2,11
18821,Armed Assault,Police,1,9
18822,Armed Assault,Military,1,13
18823,Bombing/Explosion,Police,7,9
18824,Bombing/Explosion,Police,7,9
18825,Bombing/Explosion,Utilities,7,19
18826,Armed Assault,Private Citizens & Property,1,16
18827,Facility/Infrastructure Attack,Business,6,11
18828,Facility/Infrastructure Attack,Private Citizens & Property,6,16
18829,Bombing/Explosion,Utilities,7,19
18830,Assassination,Journalists & Media,0,18
18831,Bombing/Explosion,Police,7,9
18832,Hostage Taking (Kidnapping),Business,2,11
18833,Armed Assault,Police,1,9
18834,Armed Assault,Military,1,13
18835,Facility/Infrastructure Attack,Utilities,6,19
18836,Bombing/Explosion,Utilities,7,19
18837,Armed Assault,Military,1,13
18838,Assassination,Government (General),0,14
18839,Bombing/Explosion,Utilities,7,19
18840,Bombing/Explosion,Police,7,9
18841,Bombing/Explosion,Transportation,7,22
18842,Bombing/Explosion,Utilities,7,19
18843,Armed Assault,Military,1,13
18844,Bombing/Explosion,Utilities,7,19
18845,Unknown,Police,3,9
18846,Unknown,Police,27,9
18847,Bombing/Explosion,Utilities,7,19
18848,Hostage Taking (Kidnapping),Police,2,9
18849,Bombing/Explosion,Military,7,13
18850,Bombing/Explosion,Transportation,7,22
18851,Hostage Taking (Kidnapping),Business,2,11
18852,Unknown,Military,3,13
18853,Unknown,Military,27,13
18854,Armed Assault,Military,1,13
18855,Armed Assault,Police,1,9
18856,Bombing/Explosion,Transportation,7,22
18857,Bombing/Explosion,Military,7,13
18858,Hostage Taking (Kidnapping),Business,2,11
18859,Bombing/Explosion,Police,7,9
18860,Bombing/Explosion,Police,7,9
18861,Armed Assault,Police,1,9
18862,Bombing/Explosion,Military,7,13
18863,Bombing/Explosion,Food or Water Supply,7,24
18864,Bombing/Explosion,Military,7,13
18865,Bombing/Explosion,Utilities,7,19
18866,Bombing/Explosion,Utilities,7,19
18867,Armed Assault,Police,1,9
18868,Facility/Infrastructure Attack,Private Citizens & Property,6,16
18869,Bombing/Explosion,Unknown,7,3
18870,Bombing/Explosion,Unknown,7,27
18871,Bombing/Explosion,Police,7,9
18872,Bombing/Explosion,Utilities,7,19
18873,Assassination,Private Citizens & Property,0,16
18874,Bombing/Explosion,Business,7,11
18875,Bombing/Explosion,Police,7,9
18876,Bombing/Explosion,Airports & Aircraft,7,15
18877,Armed Assault,Military,1,13
18878,Bombing/Explosion,Business,7,11
18879,Bombing/Explosion,Military,7,13
18880,Bombing/Explosion,Police,7,9
18881,Bombing/Explosion,Business,7,11
18882,Facility/Infrastructure Attack,Telecommunication,6,17
18883,Armed Assault,Military,1,13
18884,Facility/Infrastructure Attack,Utilities,6,19
18885,Armed Assault,Military,1,13
18886,Armed Assault,Military,1,13
18887,Armed Assault,Military,1,13
18888,Bombing/Explosion,Police,7,9
18889,Assassination,Journalists & Media,0,18
18890,Bombing/Explosion,Military,7,13
18891,Armed Assault,Military,1,13
18892,Hostage Taking (Kidnapping),Government (General),2,14
18893,Bombing/Explosion,Police,7,9
18894,Bombing/Explosion,Airports & Aircraft,7,15
18895,Bombing/Explosion,Military,7,13
18896,Armed Assault,Business,1,11
18897,Armed Assault,Terrorists/Non-State Militia,1,25
18898,Armed Assault,Police,1,9
18899,Bombing/Explosion,Police,7,9
18900,Assassination,Journalists & Media,0,18
18901,Bombing/Explosion,Telecommunication,7,17
18902,Assassination,Journalists & Media,0,18
18903,Facility/Infrastructure Attack,Private Citizens & Property,6,16
18904,Bombing/Explosion,Unknown,7,3
18905,Bombing/Explosion,Unknown,7,27
18906,Assassination,Journalists & Media,0,18
18907,Bombing/Explosion,Military,7,13
18908,Armed Assault,Police,1,9
18909,Bombing/Explosion,Utilities,7,19
18910,Bombing/Explosion,Utilities,7,19
18911,Bombing/Explosion,Utilities,7,19
18912,Bombing/Explosion,Utilities,7,19
18913,Hostage Taking (Kidnapping),Military,2,13
18914,Bombing/Explosion,Utilities,7,19
18915,Bombing/Explosion,Police,7,9
18916,Armed Assault,Police,1,9
18917,Facility/Infrastructure Attack,Transportation,6,22
18918,Bombing/Explosion,Military,7,13
18919,Assassination,Business,0,11
18920,Bombing/Explosion,Police,7,9
18921,Hostage Taking (Kidnapping),Tourists,2,28
18922,Hostage Taking (Kidnapping),Business,2,11
18923,Assassination,Government (General),0,14
18924,Bombing/Explosion,Private Citizens & Property,7,16
18925,Assassination,Journalists & Media,0,18
18926,Unknown,Military,3,13
18927,Unknown,Military,27,13
18928,Hostage Taking (Kidnapping),Tourists,2,28
18929,Bombing/Explosion,Utilities,7,19
18930,Bombing/Explosion,Utilities,7,19
18931,Bombing/Explosion,Utilities,7,19
18932,Bombing/Explosion,Utilities,7,19
18933,Armed Assault,Military,1,13
18934,Bombing/Explosion,Police,7,9
18935,Bombing/Explosion,Police,7,9
18936,Bombing/Explosion,Police,7,9
18937,Armed Assault,Military,1,13
18938,Bombing/Explosion,Religious Figures/Institutions,7,23
18939,Bombing/Explosion,Business,7,11
18940,Facility/Infrastructure Attack,Business,6,11
18941,Bombing/Explosion,Military,7,13
18942,Bombing/Explosion,Utilities,7,19
18943,Bombing/Explosion,Military,7,13
18944,Bombing/Explosion,Transportation,7,22
18945,Armed Assault,Police,1,9
18946,Hostage Taking (Kidnapping),Business,2,11
18947,Bombing/Explosion,Military,7,13
18948,Hostage Taking (Kidnapping),Government (General),2,14
18949,Hostage Taking (Kidnapping),Military,2,13
18950,Bombing/Explosion,Military,7,13
18951,Hostage Taking (Kidnapping),Police,2,9
18952,Hostage Taking (Kidnapping),Military,2,13
18953,Facility/Infrastructure Attack,Government (Diplomatic),6,12
18954,Bombing/Explosion,Unknown,7,3
18955,Bombing/Explosion,Unknown,7,27
18956,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
18957,Hostage Taking (Kidnapping),Military,2,13
18958,Armed Assault,Police,1,9
18959,Armed Assault,Government (General),1,14
18960,Bombing/Explosion,Utilities,7,19
18961,Bombing/Explosion,Utilities,7,19
18962,Bombing/Explosion,Utilities,7,19
18963,Bombing/Explosion,Utilities,7,19
18964,Bombing/Explosion,Utilities,7,19
18965,Bombing/Explosion,Utilities,7,19
18966,Bombing/Explosion,Police,7,9
18967,Bombing/Explosion,Unknown,7,3
18968,Bombing/Explosion,Unknown,7,27
18969,Bombing/Explosion,Transportation,7,22
18970,Armed Assault,Transportation,1,22
18971,Hostage Taking (Kidnapping),Utilities,2,19
18972,Armed Assault,Police,1,9
18973,Hostage Taking (Kidnapping),Police,2,9
18974,Hostage Taking (Kidnapping),Police,2,9
18975,Unknown,Utilities,3,19
18976,Unknown,Utilities,27,19
18977,Unknown,Utilities,3,19
18978,Unknown,Utilities,27,19
18979,Unknown,Utilities,3,19
18980,Unknown,Utilities,27,19
18981,Unknown,Military,3,13
18982,Unknown,Military,27,13
18983,Bombing/Explosion,Utilities,7,19
18984,Bombing/Explosion,Police,7,9
18985,Hostage Taking (Kidnapping),Business,2,11
18986,Bombing/Explosion,Police,7,9
18987,Armed Assault,Police,1,9
18988,Armed Assault,Military,1,13
18989,Bombing/Explosion,Police,7,9
18990,Bombing/Explosion,Military,7,13
18991,Armed Assault,Military,1,13
18992,Bombing/Explosion,Police,7,9
18993,Bombing/Explosion,Military,7,13
18994,Assassination,Private Citizens & Property,0,16
18995,Bombing/Explosion,Police,7,9
18996,Armed Assault,Government (General),1,14
18997,Unknown,Police,3,9
18998,Unknown,Police,27,9
18999,Armed Assault,Military,1,13
19000,Bombing/Explosion,Utilities,7,19
19001,Bombing/Explosion,Utilities,7,19
19002,Armed Assault,Military,1,13
19003,Bombing/Explosion,Utilities,7,19
19004,Bombing/Explosion,Military,7,13
19005,Armed Assault,Police,1,9
19006,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
19007,Bombing/Explosion,Government (General),7,14
19008,Bombing/Explosion,Police,7,9
19009,Armed Assault,Police,1,9
19010,Facility/Infrastructure Attack,Utilities,6,19
19011,Bombing/Explosion,Utilities,7,19
19012,Bombing/Explosion,Unknown,7,3
19013,Bombing/Explosion,Unknown,7,27
19014,Bombing/Explosion,Police,7,9
19015,Facility/Infrastructure Attack,Business,6,11
19016,Bombing/Explosion,Utilities,7,19
19017,Bombing/Explosion,Utilities,7,19
19018,Bombing/Explosion,Utilities,7,19
19019,Bombing/Explosion,Utilities,7,19
19020,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
19021,Armed Assault,Military,1,13
19022,Hostage Taking (Kidnapping),Business,2,11
19023,Armed Assault,Religious Figures/Institutions,1,23
19024,Bombing/Explosion,Police,7,9
19025,Bombing/Explosion,Private Citizens & Property,7,16
19026,Hostage Taking (Kidnapping),Journalists & Media,2,18
19027,Armed Assault,Police,1,9
19028,Armed Assault,Police,1,9
19029,Armed Assault,Police,1,9
19030,Bombing/Explosion,Military,7,13
19031,Bombing/Explosion,Police,7,9
19032,Bombing/Explosion,Utilities,7,19
19033,Bombing/Explosion,Government (General),7,14
19034,Facility/Infrastructure Attack,Business,6,11
19035,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
19036,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
19037,Bombing/Explosion,Transportation,7,22
19038,Assassination,Journalists & Media,0,18
19039,Hostage Taking (Kidnapping),Police,2,9
19040,Bombing/Explosion,Unknown,7,3
19041,Bombing/Explosion,Unknown,7,27
19042,Hostage Taking (Kidnapping),Business,2,11
19043,Hostage Taking (Kidnapping),Police,2,9
